team,hero,win_rate,tier,result,Offense,Durability,Difficulty,Crowd_Control,Rank
ONIC,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
ONIC,Beatrix,48.52,D,win,Medium,Medium,Medium,Medium,C
ONIC,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Arlott,48.03,A,lose,Medium,High,Medium,High,A
TLID,Joy,50.01,B,lose,High,Medium,High,Low,S
TLID,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Freya,47.77,B,lose,Medium,Medium,Medium,Medium,C
TLID,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
ONIC,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
ONIC,Baxia,50.27,C,win,Low,High,Medium,High,B
ONIC,Kimmy,52.06,B,win,High,Low,Medium,Low,A
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Chou,44.18,D,win,Medium,Medium,High,High,D
RRQ,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
RRQ,Baxia,50.27,C,lose,Low,High,Medium,High,B
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Bruno,50.05,D,lose,High,Low,Medium,Low,C
RRQ,Franco,46.36,A,lose,Low,High,Medium,High,A
BTR,Terizla,51.03,C,win,Medium,Medium,Medium,Medium,C
BTR,Joy,50.01,B,win,High,Medium,High,Low,S
BTR,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
BTR,Cici,53.74,SS,win,High,Medium,Medium,High,S
BTR,Khaleed,50.8,C,win,High,Medium,Medium,Low,C
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Joy,50.01,B,lose,High,Medium,High,Low,S
RRQ,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
RRQ,Obsidia,51.96,A,lose,High,Medium,High,Medium,A
RRQ,Jawhead,48.0,D,lose,Medium,Medium,Medium,Medium,C
BTR,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
BTR,Hayabusa,51.17,SS,win,High,Low,High,Low,S
BTR,Novaria,47.41,D,win,Medium,Medium,Medium,Medium,C
BTR,Cici,53.74,SS,win,High,Medium,Medium,High,S
BTR,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Joy,50.01,B,lose,High,Medium,High,Low,S
RRQ,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
RRQ,Karrie,48.18,D,lose,Medium,Medium,Medium,Medium,C
RRQ,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
BTR,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
BTR,Hayabusa,51.17,SS,win,High,Low,High,Low,S
BTR,Novaria,47.41,D,win,Medium,Medium,Medium,Medium,C
BTR,Cici,53.74,SS,win,High,Medium,Medium,High,S
BTR,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
NAVI,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
NAVI,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
NAVI,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
NAVI,Granger,46.27,A,win,High,Medium,Medium,Low,A
NAVI,Arlott,48.03,A,win,Medium,High,Medium,High,A
TLID,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
TLID,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
TLID,Yve,53.65,C,lose,High,Low,Medium,High,A
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
NAVI,Lukas,48.28,D,win,Medium,Medium,Medium,Medium,C
NAVI,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
NAVI,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
NAVI,Cici,53.74,SS,win,High,Medium,Medium,High,S
NAVI,Chou,44.18,D,win,Medium,Medium,High,High,D
TLID,Ruby,53.1,B,lose,Medium,High,Medium,High,B
TLID,Joy,50.01,B,lose,High,Medium,High,Low,S
TLID,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Granger,46.27,A,lose,High,Medium,Medium,Low,A
TLID,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
NAVI,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
NAVI,Joy,50.01,B,win,High,Medium,High,Low,S
NAVI,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
NAVI,Obsidia,51.96,A,win,High,Medium,High,Medium,A
NAVI,Khaleed,50.8,C,win,High,Medium,Medium,Low,C
TLID,Arlott,48.03,A,lose,Medium,High,Medium,High,A
TLID,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
TLID,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
ONIC,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
ONIC,Baxia,50.27,C,win,Low,High,Medium,High,B
ONIC,Kimmy,52.06,B,win,High,Low,Medium,Low,A
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Chou,44.18,D,win,Medium,Medium,High,High,D
RRQ,Cici,53.74,SS,lose,High,Medium,Medium,High,S
RRQ,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
RRQ,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
RRQ,Claude,46.95,D,lose,High,Low,High,Low,C
RRQ,Jawhead,48.0,D,lose,Medium,Medium,Medium,Medium,C
ONIC,Arlott,48.03,A,win,Medium,High,Medium,High,A
ONIC,Hayabusa,51.17,SS,win,High,Low,High,Low,S
ONIC,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
ONIC,Granger,46.27,A,win,High,Medium,Medium,Low,A
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
RRQ,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
RRQ,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Bane,49.79,B,lose,Medium,Medium,Medium,Medium,C
RRQ,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
GEEK,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
GEEK,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
GEEK,Novaria,47.41,D,lose,Medium,Medium,Medium,Medium,C
GEEK,Obsidia,51.96,A,lose,High,Medium,High,Medium,A
GEEK,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Arlott,48.03,A,win,Medium,High,Medium,High,A
EVOS,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
EVOS,Kimmy,52.06,B,win,High,Low,Medium,Low,A
EVOS,Granger,46.27,A,win,High,Medium,Medium,Low,A
EVOS,Chip,47.95,C,win,Medium,Medium,Medium,Medium,C
GEEK,Arlott,48.03,A,lose,Medium,High,Medium,High,A
GEEK,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Granger,46.27,A,lose,High,Medium,Medium,Low,A
GEEK,Novaria,47.41,D,lose,Medium,Medium,Medium,Medium,C
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Guinevere,50.4,B,win,High,Medium,High,High,B
EVOS,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
EVOS,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
EVOS,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
GEEK,Cici,53.74,SS,win,High,Medium,Medium,High,S
GEEK,Lancelot,47.15,SS,win,High,Low,High,Low,S
GEEK,Kimmy,52.06,B,win,High,Low,Medium,Low,A
GEEK,Granger,46.27,A,win,High,Medium,Medium,Low,A
GEEK,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
DEWA,Terizla,51.03,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
DEWA,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
DEWA,Ruby,53.1,B,lose,Medium,High,Medium,High,B
DEWA,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
GEEK,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
GEEK,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
GEEK,Luo Yi,47.06,D,win,Medium,Medium,Medium,Medium,C
GEEK,Granger,46.27,A,win,High,Medium,Medium,Low,A
GEEK,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
DEWA,Uranus,50.52,C,lose,Low,High,Low,Low,C
DEWA,Lancelot,47.15,SS,lose,High,Low,High,Low,S
DEWA,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
DEWA,Obsidia,51.96,A,lose,High,Medium,High,Medium,A
DEWA,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
BTR,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
BTR,Joy,50.01,B,lose,High,Medium,High,Low,S
BTR,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
BTR,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
BTR,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
TLID,Uranus,50.52,C,win,Low,High,Low,Low,C
TLID,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
TLID,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
TLID,Ruby,53.1,B,win,Medium,High,Medium,High,B
TLID,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
BTR,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
BTR,Joy,50.01,B,lose,High,Medium,High,Low,S
BTR,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
BTR,Clint,50.45,C,lose,Medium,Medium,Medium,Medium,C
BTR,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
TLID,Arlott,48.03,A,win,Medium,High,Medium,High,A
TLID,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
TLID,Kimmy,52.06,B,win,High,Low,Medium,Low,A
TLID,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
TLID,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
DEWA,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
DEWA,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
DEWA,Claude,46.95,D,win,High,Low,High,Low,C
DEWA,Helcurt,51.44,A,win,High,Low,Medium,Medium,A
AE,Uranus,50.52,C,lose,Low,High,Low,Low,C
AE,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
AE,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
AE,Harith,47.1,D,lose,High,Low,High,Low,C
AE,Hylos,46.92,D,lose,Low,High,Low,High,C
DEWA,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
DEWA,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
DEWA,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
DEWA,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
DEWA,Helcurt,51.44,A,win,High,Low,Medium,Medium,A
AE,Arlott,48.03,A,lose,Medium,High,Medium,High,A
AE,Lancelot,47.15,SS,lose,High,Low,High,Low,S
AE,Kagura,50.03,C,lose,Medium,Medium,Medium,Medium,C
AE,Harith,47.1,D,lose,High,Low,High,Low,C
AE,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
EVOS,Arlott,48.03,A,win,Medium,High,Medium,High,A
EVOS,Lancelot,47.15,SS,win,High,Low,High,Low,S
EVOS,Nana,45.06,C,win,Medium,Medium,Medium,Medium,C
EVOS,Granger,46.27,A,win,High,Medium,Medium,Low,A
EVOS,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
RRQ,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
RRQ,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
RRQ,Luo Yi,47.06,D,lose,Medium,Medium,Medium,Medium,C
RRQ,Cici,53.74,SS,lose,High,Medium,Medium,High,S
RRQ,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Joy,50.01,B,win,High,Medium,High,Low,S
EVOS,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
EVOS,Granger,46.27,A,win,High,Medium,Medium,Low,A
EVOS,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
RRQ,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
RRQ,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
RRQ,Yve,53.65,C,lose,High,Low,Medium,High,A
RRQ,Ruby,53.1,B,lose,Medium,High,Medium,High,B
RRQ,Hylos,46.92,D,lose,Low,High,Low,High,C
EVOS,Gloo,54.08,SS,win,Medium,High,Medium,High,S
EVOS,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
EVOS,Kimmy,52.06,B,win,High,Low,Medium,Low,A
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
RRQ,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
RRQ,Natan,52.23,A,lose,Medium,Medium,Medium,Medium,C
RRQ,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
ONIC,Yu Zhong,51.16,B,win,High,High,Medium,Medium,A
ONIC,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
ONIC,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
ONIC,Harith,47.1,D,win,High,Low,High,Low,C
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
NAVI,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
NAVI,Guinevere,50.4,B,lose,High,Medium,High,High,B
NAVI,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
ONIC,Yu Zhong,51.16,B,win,High,High,Medium,Medium,A
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
ONIC,Beatrix,48.52,D,win,Medium,Medium,Medium,Medium,C
ONIC,Kaja,53.32,C,win,Medium,Medium,Medium,Medium,C
NAVI,Arlott,48.03,A,lose,Medium,High,Medium,High,A
NAVI,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
NAVI,Cecilion,49.86,C,lose,Medium,Medium,Medium,Medium,C
NAVI,Harith,47.1,D,lose,High,Low,High,Low,C
NAVI,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
RRQ,Uranus,50.52,C,lose,Low,High,Low,Low,C
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
RRQ,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
RRQ,Chou,44.18,D,lose,Medium,Medium,High,High,D
GEEK,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
GEEK,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
GEEK,Kimmy,52.06,B,win,High,Low,Medium,Low,A
GEEK,Cici,53.74,SS,win,High,Medium,Medium,High,S
GEEK,Ruby,53.1,B,win,Medium,High,Medium,High,B
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Luo Yi,47.06,D,lose,Medium,Medium,Medium,Medium,C
RRQ,Obsidia,51.96,A,lose,High,Medium,High,Medium,A
RRQ,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
GEEK,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
GEEK,Fanny,42.7,B,win,High,Low,High,Low,D
GEEK,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
GEEK,Granger,46.27,A,win,High,Medium,Medium,Low,A
GEEK,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
NAVI,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
NAVI,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
NAVI,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
BTR,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
BTR,Bane,49.79,B,win,Medium,Medium,Medium,Medium,C
BTR,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
NAVI,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
NAVI,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
NAVI,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
BTR,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
BTR,Lancelot,47.15,SS,win,High,Low,High,Low,S
BTR,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
BTR,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
BTR,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Arlott,48.03,A,lose,Medium,High,Medium,High,A
TLID,Joy,50.01,B,lose,High,Medium,High,Low,S
TLID,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
TLID,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
EVOS,Nana,45.06,C,win,Medium,Medium,Medium,Medium,C
EVOS,Harith,47.1,D,win,High,Low,High,Low,C
EVOS,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
TLID,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
TLID,Yve,53.65,C,lose,High,Low,Medium,High,A
TLID,Minsitthar,49.15,C,lose,Medium,Medium,Medium,Medium,C
TLID,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Joy,50.01,B,win,High,Medium,High,Low,S
EVOS,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
EVOS,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
EVOS,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Arlott,48.03,A,lose,Medium,High,Medium,High,A
TLID,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
TLID,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
TLID,Granger,46.27,A,lose,High,Medium,Medium,Low,A
TLID,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
EVOS,Uranus,50.52,C,win,Low,High,Low,Low,C
EVOS,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
EVOS,Yve,53.65,C,win,High,Low,Medium,High,A
EVOS,Obsidia,51.96,A,win,High,Medium,High,Medium,A
EVOS,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
TLID,Arlott,48.03,A,win,Medium,High,Medium,High,A
TLID,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
TLID,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
TLID,Claude,46.95,D,win,High,Low,High,Low,C
TLID,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
AE,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
AE,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
AE,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
AE,Cici,53.74,SS,lose,High,Medium,Medium,High,S
AE,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
TLID,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
TLID,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
TLID,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
TLID,Cici,53.74,SS,win,High,Medium,Medium,High,S
TLID,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
AE,Uranus,50.52,C,lose,Low,High,Low,Low,C
AE,Fanny,42.7,B,lose,High,Low,High,Low,D
AE,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
AE,Brody,51.87,C,lose,Medium,Medium,Medium,Medium,C
AE,Helcurt,51.44,A,lose,High,Low,Medium,Medium,A
TLID,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
TLID,Baxia,50.27,C,win,Low,High,Medium,High,B
TLID,Kimmy,52.06,B,win,High,Low,Medium,Low,A
TLID,Granger,46.27,A,win,High,Medium,Medium,Low,A
TLID,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
AE,Terizla,51.03,C,lose,Medium,Medium,Medium,Medium,C
AE,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
AE,Novaria,47.41,D,lose,Medium,Medium,Medium,Medium,C
AE,Cici,53.74,SS,lose,High,Medium,Medium,High,S
AE,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
BTR,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
BTR,Fanny,42.7,B,win,High,Low,High,Low,D
BTR,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
BTR,Bruno,50.05,D,win,High,Low,Medium,Low,C
BTR,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
DEWA,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
DEWA,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
DEWA,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Franco,46.36,A,lose,Low,High,Medium,High,A
BTR,Uranus,50.52,C,win,Low,High,Low,Low,C
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
