team,hero,win_rate,tier,result,Offense,Durability,Difficulty,Crowd_Control,Rank
BTR,Ruby,53.1,B,win,Medium,High,Medium,High,B
BTR,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
DEWA,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
DEWA,Lancelot,47.15,SS,lose,High,Low,High,Low,S
DEWA,Odette,52.03,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
DEWA,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
GEEK,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
GEEK,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Cici,53.74,SS,lose,High,Medium,Medium,High,S
GEEK,Hylos,46.92,D,lose,Low,High,Low,High,C
TLID,Uranus,50.52,C,win,Low,High,Low,Low,C
TLID,Joy,50.01,B,win,High,Medium,High,Low,S
TLID,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
TLID,Beatrix,48.52,D,win,Medium,Medium,Medium,Medium,C
TLID,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
GEEK,Cici,53.74,SS,lose,High,Medium,Medium,High,S
GEEK,Joy,50.01,B,lose,High,Medium,High,Low,S
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Granger,46.27,A,lose,High,Medium,Medium,Low,A
GEEK,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
TLID,Uranus,50.52,C,win,Low,High,Low,Low,C
TLID,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
TLID,Yve,53.65,C,win,High,Low,Medium,High,A
TLID,Harith,47.1,D,win,High,Low,High,Low,C
TLID,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
GEEK,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
GEEK,Joy,50.01,B,lose,High,Medium,High,Low,S
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Bruno,50.05,D,lose,High,Low,Medium,Low,C
GEEK,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
TLID,Uranus,50.52,C,win,Low,High,Low,Low,C
TLID,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
TLID,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
TLID,Cici,53.74,SS,win,High,Medium,Medium,High,S
TLID,Khaleed,50.8,C,win,High,Medium,Medium,Low,C
AE,Arlott,48.03,A,win,Medium,High,Medium,High,A
AE,Baxia,50.27,C,win,Low,High,Medium,High,B
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Harith,47.1,D,win,High,Low,High,Low,C
AE,Franco,46.36,A,win,Low,High,Medium,High,A
RRQ,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
RRQ,Hylos,46.92,D,lose,Low,High,Low,High,C
AE,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
AE,Lancelot,47.15,SS,win,High,Low,High,Low,S
AE,Kimmy,52.06,B,win,High,Low,Medium,Low,A
AE,Cici,53.74,SS,win,High,Medium,Medium,High,S
AE,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
RRQ,Arlott,48.03,A,lose,Medium,High,Medium,High,A
RRQ,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
RRQ,Yve,53.65,C,lose,High,Low,Medium,High,A
RRQ,Granger,46.27,A,lose,High,Medium,Medium,Low,A
RRQ,Tigreal,43.73,C,lose,Medium,Medium,Medium,Medium,C
BTR,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
BTR,Hayabusa,51.17,SS,win,High,Low,High,Low,S
BTR,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
BTR,Cici,53.74,SS,win,High,Medium,Medium,High,S
BTR,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
ONIC,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
ONIC,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
ONIC,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
ONIC,Harith,47.1,D,lose,High,Low,High,Low,C
ONIC,Hylos,46.92,D,lose,Low,High,Low,High,C
BTR,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
BTR,Chou,44.18,D,win,Medium,Medium,High,High,D
BTR,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
ONIC,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
ONIC,Fanny,42.7,B,lose,High,Low,High,Low,D
ONIC,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
ONIC,Granger,46.27,A,lose,High,Medium,Medium,Low,A
ONIC,Baxia,50.27,C,lose,Low,High,Medium,High,B
RRQ,Cici,53.74,SS,win,High,Medium,Medium,High,S
RRQ,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
RRQ,Valentina,44.61,D,win,High,Low,High,Low,D
RRQ,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
RRQ,Franco,46.36,A,win,Low,High,Medium,High,A
DEWA,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
DEWA,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
DEWA,Zetian,48.62,B,lose,Medium,Medium,Medium,Medium,C
DEWA,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
DEWA,Helcurt,51.44,A,lose,High,Low,Medium,Medium,A
RRQ,Yu Zhong,51.16,B,win,High,High,Medium,Medium,A
RRQ,Hayabusa,51.17,SS,win,High,Low,High,Low,S
RRQ,Selena,44.99,D,win,Medium,Medium,Medium,Medium,C
RRQ,Cici,53.74,SS,win,High,Medium,Medium,High,S
RRQ,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
DEWA,Lancelot,47.15,SS,lose,High,Low,High,Low,S
DEWA,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Granger,46.27,A,lose,High,Medium,Medium,Low,A
DEWA,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
ONIC,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
ONIC,Hayabusa,51.17,SS,win,High,Low,High,Low,S
ONIC,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
ONIC,Cici,53.74,SS,win,High,Medium,Medium,High,S
ONIC,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
EVOS,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
EVOS,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
EVOS,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
EVOS,Bane,49.79,B,lose,Medium,Medium,Medium,Medium,C
EVOS,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
ONIC,Cici,53.74,SS,win,High,Medium,Medium,High,S
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
ONIC,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
ONIC,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
EVOS,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
EVOS,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
EVOS,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
EVOS,Obsidia,51.96,A,lose,High,Medium,High,Medium,A
EVOS,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
NAVI,Arlott,48.03,A,win,Medium,High,Medium,High,A
NAVI,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
NAVI,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
NAVI,Ruby,53.1,B,win,Medium,High,Medium,High,B
NAVI,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
GEEK,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
GEEK,Lancelot,47.15,SS,lose,High,Low,High,Low,S
GEEK,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
GEEK,Cici,53.74,SS,lose,High,Medium,Medium,High,S
GEEK,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
NAVI,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
NAVI,Hayabusa,51.17,SS,win,High,Low,High,Low,S
NAVI,Kimmy,52.06,B,win,High,Low,Medium,Low,A
NAVI,Ruby,53.1,B,win,Medium,High,Medium,High,B
NAVI,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
GEEK,Gloo,54.08,SS,lose,Medium,High,Medium,High,S
GEEK,Joy,50.01,B,lose,High,Medium,High,Low,S
GEEK,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
GEEK,Granger,46.27,A,lose,High,Medium,Medium,Low,A
GEEK,Chou,44.18,D,lose,Medium,Medium,High,High,D
BTR,Yu Zhong,51.16,B,lose,High,High,Medium,Medium,A
BTR,Fanny,42.7,B,lose,High,Low,High,Low,D
BTR,Valentina,44.61,D,lose,High,Low,High,Low,D
BTR,Granger,46.27,A,lose,High,Medium,Medium,Low,A
BTR,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
GEEK,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
GEEK,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
GEEK,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
GEEK,Moskov,50.81,C,win,Medium,Medium,Medium,Medium,C
GEEK,Khufra,48.37,D,win,Medium,Medium,Medium,Medium,C
BTR,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
BTR,Fanny,42.7,B,lose,High,Low,High,Low,D
BTR,Kagura,50.03,C,lose,Medium,Medium,Medium,Medium,C
BTR,Wanwan,49.53,C,lose,Medium,Medium,Medium,Medium,C
BTR,Chou,44.18,D,lose,Medium,Medium,High,High,D
GEEK,Arlott,48.03,A,win,Medium,High,Medium,High,A
GEEK,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
GEEK,Luo Yi,47.06,D,win,Medium,Medium,Medium,Medium,C
GEEK,Moskov,50.81,C,win,Medium,Medium,Medium,Medium,C
GEEK,Hylos,46.92,D,win,Low,High,Low,High,C
DEWA,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
DEWA,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
DEWA,Selena,44.99,D,lose,Medium,Medium,Medium,Medium,C
DEWA,Cici,53.74,SS,lose,High,Medium,Medium,High,S
DEWA,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
ONIC,Arlott,48.03,A,win,Medium,High,Medium,High,A
ONIC,Hayabusa,51.17,SS,win,High,Low,High,Low,S
ONIC,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
ONIC,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
ONIC,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
DEWA,Arlott,48.03,A,lose,Medium,High,Medium,High,A
DEWA,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
DEWA,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Claude,46.95,D,lose,High,Low,High,Low,C
DEWA,Ruby,53.1,B,lose,Medium,High,Medium,High,B
ONIC,Yu Zhong,51.16,B,win,High,High,Medium,Medium,A
ONIC,Hayabusa,51.17,SS,win,High,Low,High,Low,S
ONIC,Yve,53.65,C,win,High,Low,Medium,High,A
ONIC,Bane,49.79,B,win,Medium,Medium,Medium,Medium,C
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
EVOS,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
EVOS,X.Borg,49.94,A,win,Medium,Medium,Medium,Medium,C
EVOS,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
EVOS,Granger,46.27,A,win,High,Medium,Medium,Low,A
EVOS,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
NAVI,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
NAVI,Baxia,50.27,C,lose,Low,High,Medium,High,B
NAVI,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
NAVI,Bruno,50.05,D,lose,High,Low,Medium,Low,C
NAVI,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
EVOS,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
EVOS,Fanny,42.7,B,win,High,Low,High,Low,D
EVOS,Yve,53.65,C,win,High,Low,Medium,High,A
EVOS,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
EVOS,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
NAVI,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
NAVI,Baxia,50.27,C,lose,Low,High,Medium,High,B
NAVI,Lylia,46.99,D,lose,High,Low,High,Medium,D
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
EVOS,Yu Zhong,51.16,B,win,High,High,Medium,Medium,A
EVOS,Lancelot,47.15,SS,win,High,Low,High,Low,S
EVOS,Angela,52.13,SS,win,Medium,Medium,Medium,Medium,C
EVOS,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
EVOS,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
NAVI,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
NAVI,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
NAVI,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
TLID,Arlott,48.03,A,win,Medium,High,Medium,High,A
TLID,Baxia,50.27,C,win,Low,High,Medium,High,B
TLID,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
TLID,Claude,46.95,D,win,High,Low,High,Low,C
TLID,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
RRQ,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
RRQ,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Granger,46.27,A,lose,High,Medium,Medium,Low,A
RRQ,Chip,47.95,C,lose,Medium,Medium,Medium,Medium,C
TLID,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
TLID,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
TLID,Kimmy,52.06,B,win,High,Low,Medium,Low,A
TLID,Ruby,53.1,B,win,Medium,High,Medium,High,B
TLID,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
RRQ,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
RRQ,Lancelot,47.15,SS,lose,High,Low,High,Low,S
RRQ,Valentina,44.61,D,lose,High,Low,High,Low,D
RRQ,Cici,53.74,SS,lose,High,Medium,Medium,High,S
RRQ,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
ONIC,Arlott,48.03,A,lose,Medium,High,Medium,High,A
ONIC,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
ONIC,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
ONIC,Harith,47.1,D,lose,High,Low,High,Low,C
ONIC,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
AE,Uranus,50.52,C,win,Low,High,Low,Low,C
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
AE,Ruby,53.1,B,win,Medium,High,Medium,High,B
AE,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
ONIC,Yu Zhong,51.16,B,lose,High,High,Medium,Medium,A
ONIC,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
ONIC,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
ONIC,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
ONIC,Ruby,53.1,B,lose,Medium,High,Medium,High,B
AE,Arlott,48.03,A,win,Medium,High,Medium,High,A
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Lunox,50.24,C,win,Medium,Medium,Medium,Medium,C
AE,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
AE,Hilda,52.86,S,win,Medium,Medium,Medium,Medium,C
ONIC,Yu Zhong,51.16,B,lose,High,High,Medium,Medium,A
ONIC,Ling,46.52,D,lose,Medium,Medium,Medium,Medium,C
ONIC,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
ONIC,Ruby,53.1,B,lose,Medium,High,Medium,High,B
ONIC,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
AE,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
AE,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
AE,Kimmy,52.06,B,win,High,Low,Medium,Low,A
AE,X.Borg,49.94,A,win,Medium,Medium,Medium,Medium,C
AE,Helcurt,51.44,A,win,High,Low,Medium,Medium,A
DEWA,Arlott,48.03,A,win,Medium,High,Medium,High,A
DEWA,Hayabusa,51.17,SS,win,High,Low,High,Low,S
DEWA,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
DEWA,Cici,53.74,SS,win,High,Medium,Medium,High,S
DEWA,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
EVOS,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
EVOS,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
EVOS,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
EVOS,X.Borg,49.94,A,lose,Medium,Medium,Medium,Medium,C
EVOS,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
DEWA,Yu Zhong,51.16,B,win,High,High,Medium,Medium,A
DEWA,Joy,50.01,B,win,High,Medium,High,Low,S
DEWA,Zhuxin,50.23,B,win,Medium,Medium,High,Medium,B
DEWA,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
DEWA,Grock,49.34,SS,win,Medium,Medium,Medium,Medium,C
EVOS,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
EVOS,Lancelot,47.15,SS,lose,High,Low,High,Low,S
EVOS,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
EVOS,Claude,46.95,D,lose,High,Low,High,Low,C
EVOS,Badang,50.07,C,lose,Medium,Medium,Medium,Medium,C
AE,Yu Zhong,51.16,B,lose,High,High,Medium,Medium,A
AE,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
AE,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
AE,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
AE,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
BTR,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
BTR,Hayabusa,51.17,SS,win,High,Low,High,Low,S
BTR,Kimmy,52.06,B,win,High,Low,Medium,Low,A
BTR,X.Borg,49.94,A,win,Medium,Medium,Medium,Medium,C
BTR,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
AE,Alice,50.78,SS,lose,Medium,High,Medium,Medium,B
AE,Lancelot,47.15,SS,lose,High,Low,High,Low,S
AE,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
AE,Brody,51.87,C,lose,Medium,Medium,Medium,Medium,C
AE,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
BTR,Uranus,50.52,C,win,Low,High,Low,Low,C
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Yve,53.65,C,win,High,Low,Medium,High,A
BTR,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
BTR,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
AE,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
AE,Lancelot,47.15,SS,lose,High,Low,High,Low,S
AE,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
AE,Natan,52.23,A,lose,Medium,Medium,Medium,Medium,C
AE,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
BTR,Uranus,50.52,C,win,Low,High,Low,Low,C
BTR,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
BTR,Yve,53.65,C,win,High,Low,Medium,High,A
BTR,Ruby,53.1,B,win,Medium,High,Medium,High,B
BTR,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
RRQ,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
RRQ,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
RRQ,Kimmy,52.06,B,win,High,Low,Medium,Low,A
RRQ,Karrie,48.18,D,win,Medium,Medium,Medium,Medium,C
RRQ,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
NAVI,Yu Zhong,51.16,B,lose,High,High,Medium,Medium,A
NAVI,Lancelot,47.15,SS,lose,High,Low,High,Low,S
NAVI,Angela,52.13,SS,lose,Medium,Medium,Medium,Medium,C
NAVI,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
NAVI,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
RRQ,Cici,53.74,SS,win,High,Medium,Medium,High,S
RRQ,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
RRQ,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
RRQ,Granger,46.27,A,win,High,Medium,Medium,Low,A
RRQ,Hylos,46.92,D,win,Low,High,Low,High,C
NAVI,Uranus,50.52,C,lose,Low,High,Low,Low,C
NAVI,Yi Sun-shin,49.98,SS,lose,High,Medium,High,Medium,S
NAVI,Valentina,44.61,D,lose,High,Low,High,Low,D
NAVI,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
NAVI,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
RRQ,Alice,50.78,SS,win,Medium,High,Medium,Medium,B
RRQ,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
RRQ,Novaria,47.41,D,win,Medium,Medium,Medium,Medium,C
RRQ,Cici,53.74,SS,win,High,Medium,Medium,High,S
RRQ,Jawhead,48.0,D,win,Medium,Medium,Medium,Medium,C
NAVI,Arlott,48.03,A,lose,Medium,High,Medium,High,A
NAVI,Fredrinn,53.23,S,lose,Medium,High,Medium,Medium,A
NAVI,Lunox,50.24,C,lose,Medium,Medium,Medium,Medium,C
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Grock,49.34,SS,lose,Medium,Medium,Medium,Medium,C
